569,159
565,158
560,158
552,158
543,158
537,158
527,160
521,161
513,163
508,163
503,164
497,165
492,167
487,169
482,171
475,175
470,177
466,179
460,182
456,184
449,187
447,189
441,191
437,194
431,198
427,202
423,207
415,214
409,221
401,231
397,237
393,244
389,251
387,254
383,260
381,267
376,279
373,287
370,295
366,305
363,312
360,320
357,328
355,337
353,347
352,354
351,360
351,365
351,374
351,381
352,391
353,402
355,411
357,421
359,427
362,435
363,438
367,443
369,448
372,452
376,457
381,464
385,469
387,473
392,480
396,483
399,487
405,493
409,498
415,503
421,507
428,512
441,519
451,526
459,529
466,532
473,534
480,536
486,537
495,539
503,540
519,542
526,542
539,543
545,543
553,543
561,543
572,543
579,543
585,543
595,543
601,543
610,543
616,543
622,542
631,540
636,539
643,538
649,537
658,533
665,529
670,526
679,521
686,516
694,512
697,509
700,506
705,501
707,498
710,494
713,489
718,483
720,479
723,474
725,469
727,464
730,459
733,455
735,451
739,444
741,439
743,434
744,431
746,428
747,425
748,422
750,416
751,412
752,406
753,401
753,397
753,395
754,389
754,385
754,380
754,373
754,368
753,363
751,358
751,352
749,345
747,338
746,336
745,331
742,323
740,319
739,315
736,309
732,300
729,295
725,288
723,285
720,281
717,276
715,272
712,267
708,261
705,258
701,253
699,249
695,245
691,241
688,237
684,232
682,229
678,226
675,222
671,218
665,213
660,209
656,207
651,203
643,198
637,194
633,191
628,187
625,185
618,180
613,177
607,175
602,171
597,168
595,166
590,163
585,160
583,159
581,158
579,157
576,155
573,154
573,154
572,153
571,153
571,153
570,153
570,153
